"student_info_id","lesson_id","height","weight","foot_size","age","gender","name"
105,55,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,270,PRESCHOOL_CHILD,MALE,고정원
106,55,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,260,PRESCHOOL_CHILD,MALE,고트승민
107,55,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,260,PRESCHOOL_CHILD,MALE,최민호
114,62,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,270,PRESCHOOL_CHILD,MALE,고정원
115,62,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,260,PRESCHOOL_CHILD,MALE,고트승민
116,62,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,260,PRESCHOOL_CHILD,MALE,최민호
117,63,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,270,PRESCHOOL_CHILD,MALE,고정원
118,63,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,260,PRESCHOOL_CHILD,MALE,고트승민
119,63,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,260,PRESCHOOL_CHILD,MALE,최민호
120,64,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,270,PRESCHOOL_CHILD,MALE,고정원
121,64,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,260,PRESCHOOL_CHILD,MALE,고트승민
122,64,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,260,PRESCHOOL_CHILD,MALE,최민호
132,68,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,270,PRESCHOOL_CHILD,MALE,고정원
133,68,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,260,PRESCHOOL_CHILD,MALE,고트승민
134,68,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,260,PRESCHOOL_CHILD,MALE,최민호
168,82,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,270,PRESCHOOL_CHILD,MALE,최지찬
169,82,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,270,PRESCHOOL_CHILD,MALE,고트승민
170,82,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,270,PRESCHOOL_CHILD,MALE,최민호
177,85,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,270,PRESCHOOL_CHILD,MALE,최지찬
178,85,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,270,PRESCHOOL_CHILD,MALE,고트승민
179,85,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,270,PRESCHOOL_CHILD,MALE,최민호
180,86,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,270,PRESCHOOL_CHILD,MALE,최지찬
181,86,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,270,PRESCHOOL_CHILD,MALE,고트승민
182,86,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,270,PRESCHOOL_CHILD,MALE,최민호
183,87,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,270,PRESCHOOL_CHILD,MALE,최지찬
184,87,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,270,PRESCHOOL_CHILD,MALE,고트승민
185,87,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,270,PRESCHOOL_CHILD,MALE,최민호
186,88,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,270,PRESCHOOL_CHILD,MALE,최지찬
187,88,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,270,PRESCHOOL_CHILD,MALE,고트승민
188,88,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,270,PRESCHOOL_CHILD,MALE,최민호
213,97,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,270,PRESCHOOL_CHILD,MALE,장승호
214,97,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,270,PRESCHOOL_CHILD,MALE,고트승민
215,97,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,270,PRESCHOOL_CHILD,MALE,최민호
222,100,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,270,PRESCHOOL_CHILD,MALE,장승호
223,100,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,270,PRESCHOOL_CHILD,MALE,고트승민
224,100,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,270,PRESCHOOL_CHILD,MALE,최민호
225,101,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,270,PRESCHOOL_CHILD,MALE,장승호
226,101,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,270,PRESCHOOL_CHILD,MALE,고트승민
227,101,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,270,PRESCHOOL_CHILD,MALE,최민호
234,104,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,270,PRESCHOOL_CHILD,MALE,장승호
235,104,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,270,PRESCHOOL_CHILD,MALE,고트승민
236,104,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,270,PRESCHOOL_CHILD,MALE,최민호
237,105,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,270,PRESCHOOL_CHILD,MALE,최지찬
238,105,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,270,PRESCHOOL_CHILD,MALE,고트승민
239,105,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,270,PRESCHOOL_CHILD,MALE,최민호
240,107,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,270,PRESCHOOL_CHILD,MALE,최지찬
241,107,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,270,PRESCHOOL_CHILD,MALE,고트승민
242,107,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,270,PRESCHOOL_CHILD,MALE,최민호
246,109,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,270,PRESCHOOL_CHILD,MALE,최지찬
247,109,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,270,PRESCHOOL_CHILD,MALE,고트승민
248,109,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,270,PRESCHOOL_CHILD,MALE,최민호
249,138,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,270,PRESCHOOL_CHILD,MALE,최지찬
250,138,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,270,PRESCHOOL_CHILD,MALE,고트승민
251,138,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,270,PRESCHOOL_CHILD,MALE,최민호
252,140,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,270,PRESCHOOL_CHILD,MALE,최지찬
253,140,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,270,PRESCHOOL_CHILD,MALE,고트승민
254,140,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,270,PRESCHOOL_CHILD,MALE,최민호
255,147,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,200,PRESCHOOL_CHILD,MALE,ㄱ
256,148,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,200,PRESCHOOL_CHILD,MALE,ㄱ
258,150,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,200,PRESCHOOL_CHILD,MALE,ㄱ
259,151,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,200,PRESCHOOL_CHILD,MALE,ㄱ
260,152,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,200,PRESCHOOL_CHILD,MALE,ㄱ
261,153,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,200,PRESCHOOL_CHILD,MALE,ㄱ
262,154,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,200,PRESCHOOL_CHILD,MALE,ㄱ
263,155,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,200,PRESCHOOL_CHILD,MALE,ㄱ
264,156,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,200,PRESCHOOL_CHILD,MALE,ㄱ
265,157,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,200,PRESCHOOL_CHILD,MALE,ㄱ
266,158,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,200,PRESCHOOL_CHILD,MALE,ㄱ
267,159,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,200,PRESCHOOL_CHILD,MALE,ㄱ
268,160,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,250,PRESCHOOL_CHILD,MALE,ㅎ25
269,161,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,250,PRESCHOOL_CHILD,MALE,ㅈㅈ
270,162,HEIGHT_170CM_TO_179CM,WEIGHT_60KG_TO_69KG,270,TWENTIES,MALE,ㄱㄱ
271,163,HEIGHT_170CM_TO_179CM,WEIGHT_60KG_TO_69KG,270,TWENTIES,MALE,ㄱㄱ
272,164,HEIGHT_170CM_TO_179CM,WEIGHT_60KG_TO_69KG,270,TWENTIES,MALE,ㄱㄱ
273,165,HEIGHT_170CM_TO_179CM,WEIGHT_60KG_TO_69KG,270,TWENTIES,MALE,ㄱㄱ
274,166,HEIGHT_170CM_TO_179CM,WEIGHT_60KG_TO_69KG,270,TWENTIES,MALE,ㄱㄱ
275,167,HEIGHT_170CM_TO_179CM,WEIGHT_60KG_TO_69KG,270,TWENTIES,MALE,ㄱㄱ
276,168,HEIGHT_ABOVE_180CM,WEIGHT_80KG_TO_89KG,280,FORTIES,MALE,ㄱㄱ
277,169,HEIGHT_150CM_TO_159CM,WEIGHT_40KG_TO_49KG,260,MIDDLE_HIGH,MALE,ㄱㄱ
278,170,HEIGHT_160CM_TO_169CM,WEIGHT_50KG_TO_59KG,260,TWENTIES,MALE,ㄱㄱ
279,171,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,220,PRESCHOOL_CHILD,MALE,ㄱㄱ
280,172,HEIGHT_150CM_TO_159CM,WEIGHT_50KG_TO_59KG,250,MIDDLE_HIGH,MALE,ㄱㄱ
281,173,HEIGHT_150CM_TO_159CM,WEIGHT_50KG_TO_59KG,250,MIDDLE_HIGH,MALE,ㄱㄱ
282,174,HEIGHT_150CM_TO_159CM,WEIGHT_50KG_TO_59KG,250,MIDDLE_HIGH,MALE,ㄱㄱ
283,175,HEIGHT_UNDER_140CM,WEIGHT_50KG_TO_59KG,270,THIRTIES,MALE,ㅎㅎ
284,176,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,230,PRESCHOOL_CHILD,MALE,치후
285,176,HEIGHT_ABOVE_180CM,WEIGHT_ABOVE_100KG,280,SIXTIES_OVER,MALE,필제
286,177,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,250,PRESCHOOL_CHILD,MALE,ㅎ
287,178,HEIGHT_ABOVE_180CM,WEIGHT_ABOVE_100KG,250,SIXTIES_OVER,FEMALE,"140"
288,178,HEIGHT_170CM_TO_179CM,WEIGHT_90KG_TO_99KG,300,FIFTIES,MALE,ㅎㅎㅎ
289,179,HEIGHT_ABOVE_180CM,WEIGHT_ABOVE_100KG,250,SIXTIES_OVER,FEMALE,"140"
290,179,HEIGHT_170CM_TO_179CM,WEIGHT_90KG_TO_99KG,300,FIFTIES,MALE,ㅎㅎㅎ
291,179,HEIGHT_ABOVE_180CM,WEIGHT_ABOVE_100KG,280,SIXTIES_OVER,MALE,ㅎ
292,179,HEIGHT_ABOVE_180CM,WEIGHT_ABOVE_100KG,300,SIXTIES_OVER,FEMALE,ㄹ
293,180,HEIGHT_UNDER_140CM,WEIGHT_ABOVE_100KG,210,PRESCHOOL_CHILD,MALE,ㄱ
295,182,HEIGHT_ABOVE_180CM,WEIGHT_ABOVE_100KG,250,SIXTIES_OVER,FEMALE,ㄴ
